TIME("writing propagator","done") = 0.019 secs
TIME("invert","done") = 0.606 secs
TIME("writing propagator","done") = 0.015 secs
TIME("invert","done") = 0.606 secs
TIME("writing propagator","done") = 0.015 secs
TIME("invert","done") = 0.735 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 1.093 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 0.748 secs
TIME("writing propagator","done") = 0.019 secs
TIME("invert","done") = 1.042 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 1.063 secs
TIME("writing propagator","done") = 0.015 secs
TIME("invert","done") = 0.658 secs
TIME("writing propagator","done") = 0.015 secs
TIME("invert","done") = 0.833 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 1.011 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 0.748 secs
TIME("writing propagator","done") = 0.017 secs
TIME("invert","done") = 1.076 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 0.764 secs
TIME("writing propagator","done") = 0.016 secs
TIME("invert","done") = 1.044 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 0.884 secs
TIME("writing propagator","done") = 0.019 secs
TIME("invert","done") = 0.991 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 0.853 secs
TIME("writing propagator","done") = 0.015 secs
TIME("invert","done") = 1.016 secs
TIME("writing propagator","done") = 0.019 secs
TIME("invert","done") = 1.085 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 0.742 secs
TIME("writing propagator","done") = 0.018 secs
TIME("invert","done") = 1.087 secs
TIME("writing propagator","done") = 0.019 secs
TIME("invert","done") = 0.756 secs
TIME("writing propagator","done") = 0.015 secs
TIME("invert","done") = 1.109 secs
TIME("writing propagator","done") = 0.016 secs
TIME("invert","done") = 0.724 secs
TIME("writing propagator","done") = 0.019 secs
TIME("invert","done") = 1.101 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 0.765 secs
TIME("writing propagator","done") = 0.017 secs
TIME("invert","done") = 0.681 secs
TIME("writing propagator","done") = 0.019 secs
TIME("invert","done") = 1.093 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 0.744 secs
TIME("writing propagator","done") = 0.015 secs
TIME("invert","done") = 1.067 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 0.985 secs
TIME("writing propagator","done") = 0.019 secs
TIME("invert","done") = 0.835 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 1.025 secs
TIME("writing propagator","done") = 0.019 secs
TIME("invert","done") = 0.777 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 0.909 secs
TIME("writing propagator","done") = 0.019 secs
TIME("invert","done") = 0.770 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 1.054 secs
TIME("writing propagator","done") = 0.019 secs
TIME("invert","done") = 0.661 secs
TIME("writing propagator","done") = 0.017 secs
TIME("stochastic oet contract timer","done") = 378.983 secs
TIME("invert","done") = 0.801 secs
TIME("writing propagator","done") = 0.019 secs
TIME("invert","done") = 1.092 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 0.736 secs
TIME("writing propagator","done") = 0.017 secs
TIME("invert","done") = 1.083 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 0.770 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 1.033 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 0.811 secs
TIME("writing propagator","done") = 0.015 secs
TIME("invert","done") = 1.013 secs
TIME("writing propagator","done") = 0.019 secs
TIME("invert","done") = 0.912 secs
TIME("writing propagator","done") = 0.019 secs
TIME("invert","done") = 0.932 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 0.912 secs
TIME("writing propagator","done") = 0.015 secs
TIME("invert","done") = 0.900 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 0.845 secs
TIME("writing propagator","done") = 0.019 secs
TIME("invert","done") = 0.990 secs
TIME("writing propagator","done") = 0.015 secs
TIME("invert","done") = 0.832 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 1.019 secs
TIME("writing propagator","done") = 0.021 secs
TIME("invert","done") = 0.789 secs
TIME("writing propagator","done") = 0.019 secs
TIME("invert","done") = 1.035 secs
TIME("writing propagator","done") = 0.019 secs
TIME("invert","done") = 0.813 secs
TIME("writing propagator","done") = 0.016 secs
TIME("invert","done") = 1.024 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 1.073 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 0.765 secs
TIME("writing propagator","done") = 0.019 secs
TIME("invert","done") = 1.079 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 0.708 secs
TIME("writing propagator","done") = 0.018 secs
TIME("invert","done") = 1.047 secs
TIME("writing propagator","done") = 0.019 secs
TIME("invert","done") = 0.800 secs
TIME("writing propagator","done") = 0.016 secs
TIME("invert","done") = 1.023 secs
TIME("writing propagator","done") = 0.019 secs
TIME("invert","done") = 0.990 secs
TIME("writing propagator","done") = 0.015 secs
TIME("invert","done") = 0.762 secs
TIME("writing propagator","done") = 0.017 secs
TIME("invert","done") = 1.057 secs
TIME("writing propagator","done") = 0.019 secs
TIME("invert","done") = 0.777 secs
TIME("writing propagator","done") = 0.015 secs
TIME("invert","done") = 1.023 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 1.028 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 0.836 secs
TIME("writing propagator","done") = 0.019 secs
TIME("invert","done") = 0.867 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 1.072 secs
TIME("writing propagator","done") = 0.019 secs
TIME("invert","done") = 0.869 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 0.971 secs
TIME("writing propagator","done") = 0.016 secs
TIME("invert","done") = 0.844 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 1.000 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 1.063 secs
TIME("writing propagator","done") = 0.019 secs
TIME("invert","done") = 0.728 secs
TIME("writing propagator","done") = 0.019 secs
TIME("invert","done") = 1.077 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 0.767 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 0.684 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 1.094 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 0.759 secs
TIME("writing propagator","done") = 0.019 secs
TIME("invert","done") = 1.091 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 0.600 secs
TIME("writing propagator","done") = 0.017 secs
TIME("invert","done") = 0.692 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 1.092 secs
TIME("writing propagator","done") = 0.017 secs
TIME("invert","done") = 0.844 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 0.978 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 0.880 secs
TIME("writing propagator","done") = 0.015 secs
TIME("invert","done") = 0.672 secs
TIME("writing propagator","done") = 0.016 secs
TIME("invert","done") = 1.069 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 0.762 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 1.088 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 0.705 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 1.075 secs
TIME("writing propagator","done") = 0.019 secs
TIME("invert","done") = 0.743 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 1.087 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 0.735 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 1.087 secs
TIME("writing propagator","done") = 0.020 secs
TIME("stochastic oet contract timer","done") = 385.638 secs
TIME("invert","done") = 0.747 secs
TIME("writing propagator","done") = 0.019 secs
TIME("invert","done") = 1.025 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 0.826 secs
TIME("writing propagator","done") = 0.019 secs
TIME("invert","done") = 0.983 secs
TIME("writing propagator","done") = 0.019 secs
TIME("invert","done") = 1.009 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 0.808 secs
TIME("writing propagator","done") = 0.019 secs
TIME("invert","done") = 1.046 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 0.797 secs
TIME("writing propagator","done") = 0.015 secs
TIME("invert","done") = 0.695 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 1.086 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 0.753 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 1.086 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 0.891 secs
TIME("writing propagator","done") = 0.015 secs
TIME("invert","done") = 0.648 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 1.081 secs
TIME("writing propagator","done") = 0.019 secs
TIME("invert","done") = 0.771 secs
TIME("writing propagator","done") = 0.019 secs
TIME("invert","done") = 0.900 secs
TIME("writing propagator","done") = 0.015 secs
TIME("invert","done") = 0.821 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 1.022 secs
TIME("writing propagator","done") = 0.018 secs
TIME("invert","done") = 0.754 secs
TIME("writing propagator","done") = 0.014 secs
TIME("invert","done") = 1.083 secs
TIME("writing propagator","done") = 0.019 secs
TIME("invert","done") = 0.767 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 1.075 secs
TIME("writing propagator","done") = 0.018 secs
TIME("invert","done") = 0.776 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 0.751 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 1.076 secs
TIME("writing propagator","done") = 0.018 secs
TIME("invert","done") = 0.761 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 0.870 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 0.788 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 1.057 secs
TIME("writing propagator","done") = 0.016 secs
TIME("invert","done") = 0.669 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 0.940 secs
TIME("writing propagator","done") = 0.019 secs
TIME("invert","done") = 0.725 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 1.090 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 0.725 secs
TIME("writing propagator","done") = 0.019 secs
TIME("invert","done") = 1.079 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 0.893 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 0.951 secs
TIME("writing propagator","done") = 0.019 secs
TIME("invert","done") = 0.930 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 0.924 secs
TIME("writing propagator","done") = 0.015 secs
TIME("invert","done") = 0.739 secs
TIME("writing propagator","done") = 0.018 secs
TIME("invert","done") = 1.081 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 0.754 secs
TIME("writing propagator","done") = 0.019 secs
TIME("invert","done") = 1.071 secs
TIME("writing propagator","done") = 0.019 secs
TIME("invert","done") = 0.998 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 0.860 secs
TIME("writing propagator","done") = 0.015 secs
TIME("invert","done") = 0.977 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 1.073 secs
TIME("writing propagator","done") = 0.019 secs
TIME("invert","done") = 1.059 secs
TIME("writing propagator","done") = 0.019 secs
TIME("invert","done") = 0.743 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 1.079 secs
TIME("writing propagator","done") = 0.018 secs
TIME("invert","done") = 0.701 secs
TIME("writing propagator","done") = 0.019 secs
TIME("invert","done") = 0.995 secs
TIME("writing propagator","done") = 0.017 secs
TIME("invert","done") = 0.887 secs
TIME("writing propagator","done") = 0.019 secs
TIME("invert","done") = 0.964 secs
TIME("writing propagator","done") = 0.019 secs
TIME("invert","done") = 0.880 secs
TIME("writing propagator","done") = 0.019 secs
TIME("invert","done") = 0.648 secs
TIME("writing propagator","done") = 0.016 secs
TIME("invert","done") = 0.986 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 0.861 secs
TIME("writing propagator","done") = 0.015 secs
TIME("invert","done") = 1.027 secs
TIME("writing propagator","done") = 0.019 secs
TIME("invert","done") = 0.601 secs
TIME("writing propagator","done") = 0.019 secs
TIME("invert","done") = 1.011 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 0.893 secs
TIME("writing propagator","done") = 0.015 secs
TIME("invert","done") = 0.918 secs
TIME("writing propagator","done") = 0.020 secs
TIME("stochastic oet contract timer","done") = 400.029 secs
TIME("invert","done") = 0.880 secs
TIME("writing propagator","done") = 0.019 secs
TIME("invert","done") = 0.987 secs
TIME("writing propagator","done") = 0.015 secs
TIME("invert","done") = 0.775 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 1.053 secs
TIME("writing propagator","done") = 0.019 secs
TIME("invert","done") = 0.785 secs
TIME("writing propagator","done") = 0.015 secs
TIME("invert","done") = 1.031 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 0.824 secs
TIME("writing propagator","done") = 0.015 secs
TIME("invert","done") = 1.050 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 0.755 secs
TIME("writing propagator","done") = 0.017 secs
TIME("invert","done") = 1.077 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 0.757 secs
TIME("writing propagator","done") = 0.017 secs
TIME("invert","done") = 1.081 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 0.731 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 1.064 secs
TIME("writing propagator","done") = 0.019 secs
TIME("invert","done") = 0.778 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 1.074 secs
TIME("writing propagator","done") = 0.016 secs
TIME("invert","done") = 1.082 secs
TIME("writing propagator","done") = 0.016 secs
TIME("invert","done") = 0.765 secs
TIME("writing propagator","done") = 0.019 secs
TIME("invert","done") = 1.086 secs
TIME("writing propagator","done") = 0.016 secs
TIME("invert","done") = 0.722 secs
TIME("writing propagator","done") = 0.021 secs
TIME("invert","done") = 0.708 secs
TIME("writing propagator","done") = 0.021 secs
TIME("invert","done") = 1.087 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 0.729 secs
TIME("writing propagator","done") = 0.019 secs
TIME("invert","done") = 1.086 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 0.725 secs
TIME("writing propagator","done") = 0.015 secs
TIME("invert","done") = 1.058 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 0.780 secs
TIME("writing propagator","done") = 0.019 secs
TIME("invert","done") = 1.029 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 0.969 secs
TIME("writing propagator","done") = 0.019 secs
TIME("invert","done") = 0.890 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 0.955 secs
TIME("writing propagator","done") = 0.019 secs
TIME("invert","done") = 0.912 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 0.740 secs
TIME("writing propagator","done") = 0.019 secs
TIME("invert","done") = 1.011 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 0.827 secs
TIME("writing propagator","done") = 0.019 secs
TIME("invert","done") = 1.009 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 1.035 secs
TIME("writing propagator","done") = 0.019 secs
TIME("invert","done") = 0.609 secs
TIME("writing propagator","done") = 0.016 secs
TIME("invert","done") = 1.083 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 0.765 secs
TIME("writing propagator","done") = 0.017 secs
TIME("invert","done") = 0.809 secs
TIME("writing propagator","done") = 0.014 secs
TIME("invert","done") = 1.010 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 0.825 secs
TIME("writing propagator","done") = 0.015 secs
TIME("invert","done") = 0.877 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 1.032 secs
TIME("writing propagator","done") = 0.019 secs
TIME("invert","done") = 0.822 secs
TIME("writing propagator","done") = 0.019 secs
TIME("invert","done") = 1.014 secs
TIME("writing propagator","done") = 0.016 secs
TIME("invert","done") = 0.763 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 0.992 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 0.878 secs
TIME("writing propagator","done") = 0.019 secs
TIME("invert","done") = 0.902 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 1.074 secs
TIME("writing propagator","done") = 0.019 secs
TIME("invert","done") = 0.769 secs
TIME("writing propagator","done") = 0.015 secs
TIME("invert","done") = 1.090 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 0.764 secs
TIME("writing propagator","done") = 0.015 secs
TIME("invert","done") = 1.080 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 1.073 secs
TIME("writing propagator","done") = 0.017 secs
TIME("invert","done") = 0.703 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 1.078 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 0.733 secs
TIME("writing propagator","done") = 0.018 secs
TIME("invert","done") = 0.932 secs
TIME("writing propagator","done") = 0.019 secs
TIME("invert","done") = 0.719 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 1.081 secs
TIME("writing propagator","done") = 0.019 secs
TIME("invert","done") = 0.706 secs
TIME("writing propagator","done") = 0.019 secs
TIME("stochastic oet contract timer","done") = 390.855 secs
TIME("invert","done") = 0.960 secs
TIME("writing propagator","done") = 0.019 secs
TIME("invert","done") = 0.912 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 0.939 secs
TIME("writing propagator","done") = 0.015 secs
TIME("invert","done") = 0.910 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 0.948 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 0.869 secs
TIME("writing propagator","done") = 0.019 secs
TIME("invert","done") = 0.926 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 0.931 secs
TIME("writing propagator","done") = 0.019 secs
TIME("invert","done") = 0.640 secs
TIME("writing propagator","done") = 0.018 secs
TIME("invert","done") = 1.079 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 0.759 secs
TIME("writing propagator","done") = 0.015 secs
TIME("invert","done") = 0.972 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 0.931 secs
TIME("writing propagator","done") = 0.015 secs
TIME("invert","done") = 0.888 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 0.955 secs
TIME("writing propagator","done") = 0.019 secs
TIME("invert","done") = 0.850 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 0.682 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 1.079 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 0.723 secs
TIME("writing propagator","done") = 0.018 secs
TIME("invert","done") = 1.049 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 0.695 secs
TIME("writing propagator","done") = 0.019 secs
TIME("invert","done") = 1.090 secs
TIME("writing propagator","done") = 0.019 secs
TIME("invert","done") = 0.703 secs
TIME("writing propagator","done") = 0.018 secs
TIME("invert","done") = 1.062 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 0.780 secs
TIME("writing propagator","done") = 0.019 secs
TIME("invert","done") = 1.046 secs
TIME("writing propagator","done") = 0.019 secs
TIME("invert","done") = 0.795 secs
TIME("writing propagator","done") = 0.015 secs
TIME("invert","done") = 1.036 secs
TIME("writing propagator","done") = 0.019 secs
TIME("invert","done") = 0.977 secs
TIME("writing propagator","done") = 0.019 secs
TIME("invert","done") = 0.831 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 1.023 secs
TIME("writing propagator","done") = 0.018 secs
TIME("invert","done") = 0.748 secs
TIME("writing propagator","done") = 0.019 secs
TIME("invert","done") = 0.712 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 1.085 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 0.688 secs
TIME("writing propagator","done") = 0.019 secs
TIME("invert","done") = 1.018 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 1.085 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 0.688 secs
TIME("writing propagator","done") = 0.019 secs
TIME("invert","done") = 1.064 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 0.769 secs
TIME("writing propagator","done") = 0.015 secs
TIME("invert","done") = 0.729 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 1.090 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 0.701 secs
TIME("writing propagator","done") = 0.015 secs
TIME("invert","done") = 0.810 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 0.660 secs
TIME("writing propagator","done") = 0.016 secs
TIME("invert","done") = 1.029 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 0.838 secs
TIME("writing propagator","done") = 0.015 secs
TIME("invert","done") = 0.961 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 0.603 secs
TIME("writing propagator","done") = 0.017 secs
TIME("invert","done") = 0.605 secs
TIME("writing propagator","done") = 0.018 secs
TIME("invert","done") = 1.062 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 0.839 secs
TIME("writing propagator","done") = 0.015 secs
TIME("invert","done") = 0.754 secs
TIME("writing propagator","done") = 0.015 secs
TIME("invert","done") = 1.048 secs
TIME("writing propagator","done") = 0.022 secs
TIME("invert","done") = 1.352 secs
TIME("writing propagator","done") = 0.024 secs
TIME("invert","done") = 1.350 secs
TIME("writing propagator","done") = 0.135 secs
TIME("invert","done") = 0.987 secs
TIME("writing propagator","done") = 0.053 secs
TIME("invert","done") = 1.086 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 1.009 secs
TIME("writing propagator","done") = 0.035 secs
TIME("invert","done") = 1.254 secs
TIME("writing propagator","done") = 0.023 secs
TIME("invert","done") = 1.013 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 1.002 secs
TIME("writing propagator","done") = 0.019 secs
TIME("invert","done") = 0.976 secs
TIME("writing propagator","done") = 0.029 secs
TIME("invert","done") = 1.079 secs
TIME("writing propagator","done") = 0.019 secs
TIME("stochastic oet contract timer","done") = 373.377 secs
TIME("invert","done") = 0.727 secs
TIME("writing propagator","done") = 0.017 secs
TIME("invert","done") = 1.074 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 0.758 secs
TIME("writing propagator","done") = 0.019 secs
TIME("invert","done") = 1.011 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 1.481 secs
TIME("writing propagator","done") = 0.019 secs
TIME("invert","done") = 1.882 secs
TIME("writing propagator","done") = 0.044 secs
TIME("invert","done") = 1.334 secs
TIME("writing propagator","done") = 0.050 secs
TIME("invert","done") = 1.536 secs
TIME("writing propagator","done") = 0.015 secs
TIME("invert","done") = 0.983 secs
TIME("writing propagator","done") = 0.021 secs
TIME("invert","done") = 1.283 secs
TIME("writing propagator","done") = 0.033 secs
TIME("invert","done") = 1.135 secs
TIME("writing propagator","done") = 0.023 secs
TIME("invert","done") = 1.127 secs
TIME("writing propagator","done") = 0.052 secs
TIME("invert","done") = 0.774 secs
TIME("writing propagator","done") = 0.021 secs
TIME("invert","done") = 0.951 secs
TIME("writing propagator","done") = 0.039 secs
TIME("invert","done") = 1.199 secs
TIME("writing propagator","done") = 0.023 secs
TIME("invert","done") = 1.102 secs
TIME("writing propagator","done") = 0.019 secs
TIME("invert","done") = 1.087 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 0.914 secs
TIME("writing propagator","done") = 0.015 secs
TIME("invert","done") = 1.054 secs
TIME("writing propagator","done") = 0.019 secs
TIME("invert","done") = 0.931 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 0.820 secs
TIME("writing propagator","done") = 0.051 secs
TIME("invert","done") = 0.956 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 0.970 secs
TIME("writing propagator","done") = 0.026 secs
TIME("invert","done") = 0.905 secs
TIME("writing propagator","done") = 0.021 secs
TIME("invert","done") = 1.010 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 0.850 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 0.930 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 1.011 secs
TIME("writing propagator","done") = 0.019 secs
TIME("invert","done") = 1.085 secs
TIME("writing propagator","done") = 0.016 secs
TIME("invert","done") = 0.956 secs
TIME("writing propagator","done") = 0.019 secs
TIME("invert","done") = 1.057 secs
TIME("writing propagator","done") = 0.016 secs
TIME("invert","done") = 0.966 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 1.136 secs
TIME("writing propagator","done") = 0.021 secs
TIME("invert","done") = 0.943 secs
TIME("writing propagator","done") = 0.025 secs
TIME("invert","done") = 1.063 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 0.962 secs
TIME("writing propagator","done") = 0.021 secs
TIME("invert","done") = 1.386 secs
TIME("writing propagator","done") = 0.022 secs
TIME("invert","done") = 1.599 secs
TIME("writing propagator","done") = 0.051 secs
TIME("invert","done") = 1.521 secs
TIME("writing propagator","done") = 0.022 secs
TIME("invert","done") = 1.091 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 0.834 secs
TIME("writing propagator","done") = 0.018 secs
TIME("invert","done") = 1.044 secs
TIME("writing propagator","done") = 0.021 secs
TIME("invert","done") = 0.940 secs
TIME("writing propagator","done") = 0.021 secs
TIME("invert","done") = 1.187 secs
TIME("writing propagator","done") = 0.021 secs
TIME("invert","done") = 0.825 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 1.082 secs
TIME("writing propagator","done") = 0.018 secs
TIME("invert","done") = 0.728 secs
TIME("writing propagator","done") = 0.023 secs
TIME("invert","done") = 1.057 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 0.754 secs
TIME("writing propagator","done") = 0.015 secs
TIME("invert","done") = 1.083 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 0.843 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 0.899 secs
TIME("writing propagator","done") = 0.021 secs
TIME("invert","done") = 0.744 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 1.105 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 0.745 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 1.095 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 0.963 secs
TIME("writing propagator","done") = 0.019 secs
TIME("invert","done") = 0.952 secs
TIME("writing propagator","done") = 0.017 secs
TIME("invert","done") = 0.904 secs
TIME("writing propagator","done") = 0.020 secs
TIME("invert","done") = 1.086 secs
TIME("writing propagator","done") = 0.019 secs
TIME("invert","done") = 0.761 secs
TIME("writing propagator","done") = 0.019 secs
